"","Metabolite","Estimate","SE","LCI","UCI","Pval"
"184","TotPG",1.04311066143545,0.078317846205321,0.894706544805056,1.21633032314472,0.589940154296266
"75","XL.HDL.FC",1.04070427873351,0.0757353475483227,0.89537352021514,1.20500773386966,0.59832978720331
"186","PC",1.04160601996118,0.0780089279466829,0.894113347327754,1.21399809834327,0.60128559878903
"187","SM",0.960821149087063,0.0774466011398836,0.82566942775207,1.11859921890101,0.605813374090773
"197","FAw6",0.963036909782154,0.0762292492301565,0.829537938153132,1.11859478632432,0.621247898151101
"211","Cit",1.0364308029669,0.0774244594509364,0.890713419628734,1.20671027885196,0.643962860643688
"214","Gln",1.03575798261808,0.076087738719045,0.893558253677327,1.20413480921251,0.644260651277383
"108","L.VLDL.PL..",1.03716971158787,0.0798607639589815,0.892741333614423,1.22075572665786,0.647678218443394
"30","S.VLDL.PL",1.03486787083185,0.0754901133782087,0.890981508256909,1.19796809307845,0.649816946407836
"225","Crea",0.966265742303161,0.077142313382897,0.830486324997229,1.12380833081847,0.656431634420605
"28","S.VLDL.P",1.03358514777,0.0754582765401232,0.889558762179265,1.19591895752514,0.661551917191227
"195","LA",0.968005792652911,0.0752684631211931,0.835948926945169,1.12289206894463,0.665729521619374
"159","M.HDL.C..",0.968301551052103,0.0763048410841373,0.836908937058532,1.1287304929811,0.672919055526688
"48","IDL.TG",0.968779384611836,0.0763336139387925,0.83217402634653,1.12245439047188,0.677759138996408
"216","His",1.03157876219145,0.0780772195154002,0.885060232370079,1.20209432480962,0.690482211338788
"118","S.VLDL.PL..",1.02965555740736,0.07402321299868,0.888009090487498,1.18725196317732,0.692990778710761
"41","XS.VLDL.TG",1.02882222881899,0.0748667121832303,0.886503314595851,1.18902301596676,0.704289198562446
"29","S.VLDL.L",1.02836224407308,0.0758481245305425,0.885532853413599,1.19230879346256,0.712328950765475
"213","Ala",0.973234412764893,0.0746044242805055,0.840604715967333,1.12626416807622,0.71611528655537
"92","S.HDL.L",1.02944349918262,0.0821972583933598,0.886577374369003,1.2174454545576,0.724063523496014
"220","Phe",1.02755695675838,0.0783256247185009,0.880780818469515,1.19748261230227,0.728542340519911
"224","bOHBut",0.974309954895816,0.0766146205573625,0.835368201346731,1.1280753705639,0.734084324459834
"160","M.HDL.CE..",0.976511214419527,0.0767126435830299,0.843590991656504,1.13941212942024,0.756678676890281
"190","ApoB",0.976994363035471,0.0760763146305106,0.841675482642569,1.1343128322094,0.759654243656738
"153","L.HDL.PL..",0.9769224020518,0.078028571542982,0.837487328810468,1.13724594537248,0.764768810612376
"150","XL.HDL.CE..",0.977343012418054,0.0783456876427966,0.836886022457862,1.13787584337571,0.769889845449667
"82","L.HDL.FC",1.02139177294727,0.0763180690230077,0.877489982305918,1.18374716514801,0.781517767924748
"55","L.LDL.TG",0.982534390566176,0.0761704244112012,0.844151406332023,1.13802755397311,0.817064270942423
"173","Remnant.C",0.983530306230461,0.0759310410483384,0.847932912899127,1.14209971168121,0.826876482274162
"176","HDL2.C",1.01595645249439,0.0780264653583756,0.872823070098418,1.18516523082506,0.83922404624973
"188","TotCho",1.01536235592525,0.0791096199527726,0.871126930409235,1.18719771643224,0.847182776441491
"175","HDL.C",1.01397949813154,0.0773460543129218,0.871379401868288,1.18014513332387,0.857554563680867
"70","XL.HDL.P",1.01357295957776,0.0762311931529266,0.870662850535534,1.17403454039119,0.8596243016815
"33","S.VLDL.FC",1.01200349655841,0.0753195479235901,0.871462297847237,1.17091304606214,0.874126867969229
"170","HDL.D",1.01181796731188,0.0767931946074978,0.869013396018326,1.17445054483133,0.878405240717237
"149","XL.HDL.C..",1.01059440688858,0.0781786384561239,0.865673163036384,1.17624091293155,0.892767993733804
"210","Pyr",0.990600345543877,0.0758022488648318,0.852653810136484,1.1474681462833,0.900849108333443
"69","S.LDL.TG",1.00890731943312,0.0758193801538711,0.867893338719786,1.16833560031444,0.906891243619574
"125","XS.VLDL.CE..",1.00822847158258,0.0766100010262679,0.869780529642563,1.17460731419156,0.914814535236612
"154","L.HDL.C..",1.008189944731,0.0780077723107573,0.868189806231233,1.17895139184429,0.916723974822404
"73","XL.HDL.C",1.00662069231565,0.0764166356569933,0.865778822297237,1.16820273458604,0.93118512077698
"71","XL.HDL.L",1.00629522672708,0.0762566675889283,0.865540951567266,1.16717666128523,0.934412629878192
"107","XL.VLDL.TG..",1.00551060402604,0.0806670675284986,0.858433561418067,1.1770665743815,0.945685811484652
"158","M.HDL.PL..",0.995128712711175,0.0797575837820772,0.8489733992151,1.16055490066338,0.951179694300912
"74","XL.HDL.CE",0.995713674095915,0.0766105280713101,0.856149770555101,1.15607246177118,0.955286186098979
"72","XL.HDL.PL",0.995755481744449,0.0766299383450211,0.855177501541326,1.15497926836081,0.955733993975549
"209","Lac",1.00273029165915,0.0779417991111136,0.859068213492893,1.16612257664464,0.972093979763033
"182","LDL.TG",1.00255694354408,0.0755137004213244,0.864338929702356,1.16225254277878,0.973022727813755
